Country,HDPE[kg/hr],LDPE[kg/hr],PP[kg/hr],PS[kg/hr],HEATER_T,HDPDCOM_HD,LPDECOM_HD,PPDECOM_HD,PSDECOM_HD,HEATER_HX_AREAC,HEATER_HD,RPLUG_HD,RPYRO_HD,COOLER_HX_AREAC,COOLER_HX_DUTY,HPDCOUT,LIQ,LPDCOUT,PPDCOUT,PSDCOUT,RPLUGIN,RPLUGIN2,RPYROIN,RPYROOUT,S1,VAP,H2O,H2,CO,CO2,CH4,C2H6,C2H4,C4H10,C6H6,C7H8,C8H10,C9H18,C10H8,C10H14,C14H30,C16H34,C22H46,C,O2,C6H6O,N2,CL2,S,NRP,ASH,HDPE,PP,PS,LDPE
Spain,7,26,13,8,1150,1677.51883,6177.35087,3217.9344,746.788816,0.110192312,10820.5124,-3232.7276,-7760.85912,0.373828584,-5327.79388,7,31.3798349,26,13,8,54,54,54.0002313,54.0002313,54.0002313,22.6203964,0,1.48239003,0,0,4.44859644,0.884388193,3.79382862,1.49563242,7.6888401,2.59875247,0.177502507,0.038326758,0.00199417,0.007275804,0.000259965,8.20E-06,1.91E-06,0,0,0,0.002598837,0,0,,,,,,
Spain,7,26,13,8,1200,1677.51883,6177.35087,3217.9344,746.788816,0.131968191,11799.4035,-3432.07807,-8457.10801,0.376421374,-5337.93066,7,31.3993587,26,13,8,54,54,54.001321,54.001321,54.001321,22.6019623,0,1.5288668,0,0,4.36210946,0.867246259,3.72020437,1.46788578,7.78935422,2.63748665,0.180515044,0.035999793,0.002010005,0.007431105,0.000244299,7.78E-06,1.86E-06,0,0,0,0.002598849,0,0,,,,,,
USA,86,170,66,66,500,20609.517,40390.3711,16337.2054,6161.00773,0.009157756,1677.37526,-22418.2991,3066.09759,2.73588942,-37260.221,86,255.219055,170,66,66,388,388,388,388,388,132.780945,0,9.47722946,0,0,29.9311759,5.95824244,25.5459248,10.2596526,34.8569336,14.2063738,1.05143884,1.41067199,0.019010165,0.040880613,0.006260638,0.00014533,1.30E-05,0,0,0,0.016992089,0,0,,,,,,
USA,86,170,66,66,550,20609.517,40390.3711,16337.2054,6161.00773,0.037345682,6504.16914,-21969.7311,-994.90044,2.76828215,-37112.2657,86,247.153278,170,66,66,388,388,388,388,388,140.846722,0,7.55692106,0,0,33.2476262,6.61214497,28.3602734,11.2401373,37.6646132,14.0728173,0.988803318,1.02746224,0.016302333,0.037735499,0.004767894,0.000114413,1.13E-05,0,0,0,0.016991322,0,0,,,,,,
USA,86,170,66,66,600,20609.517,40390.3711,16337.2054,6161.00773,0.069662881,11493.7708,-21566.2248,-5077.20944,2.8244471,-37097.9843,86,243.052905,170,66,66,388,388,388,388,388,144.947095,0,5.81815332,0,0,35.9481987,7.14092671,30.6424531,11.9534198,38.4401504,13.284026,0.897082391,0.754344367,0.013589447,0.033941286,0.003716042,9.26E-05,1.04E-05,0,0,0,0.016990428,0,0,,,,,,
USA,86,170,66,66,650,20609.517,40390.3711,16337.2054,6161.00773,0.106959043,16648.1399,-21250.7737,-9178.40741,2.89616391,-37178.6914,86,241.658282,170,66,66,388,388,388,388,388,146.341718,0,4.33418386,0,0,38.0191259,7.54257406,32.3825639,12.4169044,37.8989662,12.3082281,0.809143223,0.567965232,0.011402764,0.030596622,0.00298665,7.74E-05,9.79E-06,0,0,0,0.016989476,0,0,,,,,,
USA,86,170,66,66,700,20609.517,40390.3711,16337.2054,6161.00773,0.150337268,21968.9078,-20454.5018,-13397.8804,2.94363022,-37274.3045,86,238.58599,170,66,66,388,388,388.002253,388.002253,388.002253,149.416263,0,4.5387142,0,0,38.3681928,7.61117367,32.6782458,12.5141103,39.6037809,12.7100984,0.833180905,0.495973113,0.011199631,0.031766429,0.002753134,7.37E-05,1.03E-05,0,0,0,0.016989662,0,0,,,,,,
USA,86,170,66,66,750,20609.517,40390.3711,16337.2054,6161.00773,0.201257688,27457.3643,-19643.4385,-17760.4565,2.97544196,-37366.3625,86,235.010401,170,66,66,388,388,388.001537,388.001537,388.001537,152.991136,0,5.49602166,0,0,37.8054972,7.50315596,32.2083783,12.410776,42.4065308,13.7258131,0.905287294,0.463259781,0.011757528,0.034893449,0.002689164,7.40E-05,1.13E-05,0,0,9.40E-12,0.016990308,0,0,,,,,,
USA,86,170,66,66,800,20609.517,40390.3711,16337.2054,6161.00773,0.261696915,33114.4718,-19175.9626,-22217.6913,3.00857716,-37466.929,86,232.514048,170,66,66,388,388,388.004847,388.004847,388.004847,155.490799,0,6.3370954,0,0,37.1216429,7.37006652,31.6326074,12.2463255,44.7365302,14.5790537,0.966830373,0.431129025,0.012186565,0.037652348,0.002602669,7.34E-05,1.21E-05,0,0,0,0.016990786,0,0,,,,,,
USA,86,170,66,66,850,20609.517,40390.3711,16337.2054,6161.00773,0.334401624,38940.8938,-19018.2373,-26761.5164,3.04204795,-37569.5514,86,230.789951,170,66,66,388,388,388.004487,388.004487,388.004487,157.214536,0,7.07773564,0,0,36.3750805,7.22382365,31.0015645,12.0461355,46.6942411,15.3031944,1.01983223,0.400726383,0.012527669,0.040098243,0.002500357,7.22E-05,1.27E-05,0,0,0,0.01699115,0,0,,,,,,
USA,86,170,66,66,900,20609.517,40390.3711,16337.2054,6161.00773,0.423308188,44937.0312,-19140.2468,-31385.3008,3.07538096,-37671.5169,86,229.647481,170,66,66,388,388,388.018587,388.018587,388.018587,158.371105,0,7.72936867,0,0,35.6067654,7.07274995,30.3506514,11.8275081,48.3506477,15.9208149,1.06561623,0.372451858,0.012804332,0.042264683,0.002387165,7.03E-05,1.32E-05,0,0,9.80E-12,0.016991432,0,0,,,,,,
USA,86,170,66,66,950,20609.517,40390.3711,16337.2054,6161.00773,0.534270901,51103.0605,-19519.0596,-36081.5446,3.10802149,-37769.3895,86,228.900434,170,66,66,388,388,388.02177,388.02177,388.02177,159.121336,0,8.30764715,0,0,34.8390348,6.92143207,29.6992996,11.6009684,49.7698771,16.4543628,1.10560692,0.346533342,0.013036869,0.044195517,0.002268135,6.80E-05,1.35E-05,0,0,0,0.016991655,0,0,,,,,,
USA,86,170,66,66,1000,20609.517,40390.3711,16337.2054,6161.00773,0.676401222,57438.9718,-20135.9994,-40843.5679,3.13967774,-37861.6285,86,228.428354,170,66,66,388,388,388.006135,388.006135,388.006135,159.57778,0,8.82416238,0,0,34.0867709,6.77292282,29.0604472,11.3735071,50.9981312,16.9196998,1.14081058,0.322950527,0.013237358,0.045922619,0.002147112,6.54E-05,1.36E-05,0,0,0,0.016991836,0,0,,,,,,
USA,86,170,66,66,1050,20609.517,40390.3711,16337.2054,6161.00773,0.864715845,63944.6068,-20971.1171,-45668.7982,3.17067766,-37950.9053,86,228.227237,170,66,66,388,388,388.030915,388.030915,388.030915,159.803678,0,9.28042074,0,0,33.3652478,6.63029542,28.4472163,11.1510119,52.0557886,17.3209471,1.17137716,0.301427474,0.013405681,0.047445664,0.002026073,6.26E-05,1.36E-05,0,0,0,0.01699198,0,0,,,,,,
USA,86,170,66,66,1100,20609.517,40390.3711,16337.2054,6161.00773,1.12588476,70619.6713,-22016.9303,-50548.6182,3.20038366,-38033.4584,86,228.151646,170,66,66,388,388,388.028151,388.028151,388.028151,159.876505,0,9.69274446,0,0,32.6727681,6.49329382,27.858371,10.9347475,52.9864137,17.6762209,1.19860986,0.28199039,0.013556,0.048815581,0.001908409,5.97E-05,1.35E-05,0,0,0,0.0169921,0,0,,,,,,
USA,86,170,66,66,1150,20609.517,40390.3711,16337.2054,6161.00773,1.51238254,77463.8,-23261.1421,-55480.0092,3.22923084,-38111.0703,86,228.199163,170,66,66,388,388,388.029404,388.029404,388.029404,159.830241,0,10.0635807,0,0,32.0149017,6.36304592,27.2987149,10.727048,53.8041987,17.9890805,1.22270118,0.264385164,0.013688115,0.050038466,0.001795174,5.67E-05,1.32E-05,0,0,0,0.0169922,0,0,,,,,,
USA,86,170,66,66,1200,20609.517,40390.3711,16337.2054,6161.00773,2.14424408,84476.5415,-24698.978,-60456.4467,3.25671395,-38182.316,86,228.299364,170,66,66,388,388,388.004533,388.004533,388.004533,159.705169,0,10.4020923,0,0,31.3894759,6.23915911,26.7664973,10.5280919,54.5336537,18.2696088,1.24438898,0.248500635,0.013808767,0.051144955,0.001687796,5.38E-05,1.29E-05,0,0,9.97E-12,0.016992284,0,0,,,,,,
