,Country,HDPE[kg/hr],LDPE[kg/hr],PP[kg/hr],PS[kg/hr],HEATER_T,pyro_EAC,pyro_TPC,pyro_REV_SMR,pyro_REV_NG,SMR_EAC,SMR_TPC,SMR_REV,SMRCCU_EAC,SMRCCU_TPC,SMRCCU_REV,WFGD_EAC,WFGD_TPC,WFGD_REV,Path1_EAC,Path1_TPC,Path1_REV,Path2_EAC,Path2_TPC,Path2_REV,Path3_EAC,Path3_TPC,Path3_REV,Path4_EAC,Path4_TPC,Path4_REV,Path5_EAC,Path5_TPC,Path5_REV,Path6_EAC,Path6_TPC,Path6_REV
44,Saudi Arabia,6,20,10,6,1200,71189.46768,170866.6336,136663.0171,157915.1956,53485.72681,47873.17911,24796.87748,2239.904837,1873.7251,1308.467569,299878.2253,62860.19344,5201.707813,426793.32462699997,283473.73125,167970.06996199998,424553.41978999996,281600.00615000003,166661.60239299998,126915.09932699999,220613.53781,162768.362149,124675.19449,218739.81271,161459.89458,371067.69298,233726.82704,163116.903413,71189.46768,170866.6336,157915.1956
45,Spain,7,26,13,8,500,85156.63868,791785.4468,256127.3344,288354.0031,70449.12442,442810.0047,36034.42041,3031.453832,17125.71482,1983.984028,32419.37975,8037.82543,122.921934,191056.59668199997,1259758.99175,294268.660772,188025.14284999997,1242633.27693,292284.676744,158637.21693199998,1251721.16632,294145.738838,155605.76309999998,1234595.4515,292161.75481,117576.01843,799823.27223,288476.92503399996,85156.63868,791785.4468,288354.0031
46,Spain,7,26,13,8,550,85170.80625,793423.9018,243115.4194,276426.3327,72012.90849,457575.1537,37247.23106,3106.001354,17696.29842,2050.84921,74915.67867,23179.77111,518.1319968,235205.394764,1291875.12503,282931.63166680007,232099.39341,1274178.82661,280880.78245680005,160289.716094,1268695.35392,282413.49967000005,157183.71474,1250999.0555,280362.65046000003,160086.48492,816603.67291,276944.46469680005,85170.80625,793423.9018,276426.3327
47,Spain,7,26,13,8,600,85182.46722,828678.3353,233099.6459,266839.1945,72629.07082,463366.8466,37729.49143,3134.734788,17913.61464,2077.990165,105399.295,36789.4954,906.450472,266345.567828,1346748.29194,273813.577967,263210.83304,1328834.6772999999,271735.587802,160946.27282800002,1309958.79654,272907.127495,157811.53804,1292045.1819,270829.13733,190581.76222,865467.8307,267745.644972,85182.46722,828678.3353,266839.1945
48,Spain,7,26,13,8,650,85193.73268,867847.4606,225741.856,259468.4094,72610.50903,463189.8383,37714.95992,3133.845715,17906.76423,2077.189934,131614.2029,49969.76199,1323.897984,292552.290325,1398913.8251200002,266857.903838,289418.44461,1381007.06089,264780.713904,160938.087425,1348944.0631300001,265534.00585400005,157804.24171,1331037.2989,263456.81592,216807.93558,917817.22259,260792.307384,85193.73268,867847.4606,259468.4094
49,Spain,7,26,13,8,700,85203.22116,910651.354,220324.1999,253738.6446,72163.99671,458938.5315,37365.94139,3112.472272,17742.2411,2057.967239,155424.1334,63137.52007,1738.465505,315903.823542,1450469.6466700002,261486.574034,312791.35127,1432727.4055700002,259428.606795,160479.690142,1387332.1266,259748.108529,157367.21787,1369589.8855,257690.14129,240627.35456,973788.87407,255477.110105,85203.22116,910651.354,253738.6446
50,Spain,7,26,13,8,750,85213.49407,956832.6658,216448.1842,249371.6219,71455.13909,452313.7058,36812.87795,3079.619636,17495.13507,2026.718247,177655.4283,76284.9992,2178.198874,337403.681096,1502926.50587,257465.979271,334324.06146,1485431.3708,255439.26102399998,159748.252796,1426641.50667,255287.780397,156668.63316,1409146.3716,253261.06214999998,262868.92237,1033117.6649999999,251549.820774,85213.49407,956832.6658,249371.6219
51,Spain,7,26,13,8,800,85224.19731,1006110.342,213687.246,246015.1434,70596.4339,444178.3758,36148.29525,3038.297066,17177.09975,1990.389189,198776.3679,89604.01104,2623.565638,357635.29617600003,1557069.82859,254449.49607700002,354596.99911000003,1539892.72884,252459.106888,158858.92827600002,1467465.81755,251825.93043900002,155820.63121000002,1450288.7178,249835.54125,284000.56521000003,1095714.35304,248638.709038,85224.19731,1006110.342,246015.1434
52,Spain,7,26,13,8,850,85234.90924,1058241.208,211718.218,243395.4222,69650.9221,435312.4413,35420.67847,2993.283273,16833.95189,1950.319962,219056.8462,103070.3582,3085.6039,376935.960813,1613457.95939,252174.82033199997,373942.67753999995,1596624.0075,250224.50036999997,157879.11461299998,1510387.60119,249089.216432,154885.83133999998,1493553.6493000002,247138.89646999998,304291.75544,1161311.5662,246481.0261,85234.90924,1058241.208,243395.4222
53,Spain,7,26,13,8,900,85246.06838,1113029.129,210342.0065,241348.7149,68670.00155,426175.4295,34670.93206,2946.689939,16480.28746,1909.03487,238693.1716,116735.0228,3561.093713,395555.931469,1672419.86876,250483.067143,392609.24153,1655939.5813,248574.032273,156862.759869,1555684.84596,246921.97342999998,153916.06993,1539204.5585,245012.93855999998,323939.23998,1229764.1517999999,244909.808613,85246.06838,1113029.129,241348.7149
54,Spain,7,26,13,8,950,85258.02914,1170311.418,209413.7259,239752.8067,67686.38754,417076.2773,33924.40221,2900.078856,16128.07444,1867.928776,257816.4237,130617.7657,4050.142654,413660.91923600005,1734133.5354400002,249256.19953999997,410760.84038,1718005.4610000001,247388.270764,155844.495536,1603515.7697400001,245206.05688599998,152944.41668,1587387.6953,243338.12811,343074.45284000004,1300929.1837000002,243802.94935399998,85258.02914,1170311.418,239752.8067
55,Spain,7,26,13,8,1000,85269.95046,1229945.953,208771.0185,238454.9795,66714.31448,408146.4546,33191.86292,2854.124644,15782.41391,1827.59388,276531.8789,144760.1989,4550.351665,431370.268484,1798635.0204099999,248340.826965,428516.14384000003,1782852.6065,246513.23308499999,154838.389584,1653874.82151,243790.4753,151984.26494,1638092.4076,241962.88142,361801.82936,1374706.1519,243005.33116499998,85269.95046,1229945.953,238454.9795
56,Spain,7,26,13,8,1050,85283.82607,1291835.654,208419.2715,237475.6107,65776.45676,399590.3143,32490.07775,2809.891139,15451.20965,1788.953738,294901.1755,159202.7159,5057.60387,448771.349469,1866079.89385,247755.906858,445961.45833,1850628.6842,245966.95312,153870.173969,1706877.1779500002,242698.302988,151060.28282999998,1691425.9683,240909.34925,380185.00157,1451038.3699,242533.21456999998,85283.82607,1291835.654,237475.6107
57,Spain,7,26,13,8,1100,85297.92097,1355875.938,208198.2096,236651.1344,64868.50967,391363.2298,31815.35974,2767.167106,15132.75256,1751.803682,312982.1675,173825.6115,5586.152783,465915.765246,1936197.53186,247351.52580499998,463148.59814,1921064.7793,245599.72212299999,152933.597746,1762371.9203599999,241765.37302199999,150166.43064,1747239.1678,240013.56934,398280.08846999996,1529701.5495000002,242237.287183,85297.92097,1355875.938,236651.1344
58,Spain,7,26,13,8,1150,85313.12806,1421995.857,208085.6002,235963.2858,63997.07917,383519.3428,31172.14832,2726.252283,14829.13028,1716.388792,330826.193,188724.7777,6126.735868,482862.65251300007,2009069.10778,247100.87318,480136.40023,1994239.9775,245384.48438799998,152036.459513,1820344.33008,240974.137312,149310.20723,1805515.1998,239257.74852,416139.32106000005,1610720.6347,242090.021668,85313.12806,1421995.857,235963.2858
59,Spain,7,26,13,8,1200,85331.39091,1490140.415,208109.1997,235444.9039,63170.63474,376128.0727,30566.12686,2687.53178,14543.02797,1683.022071,348476.5065,203887.1007,6682.536163,499666.06393,2084698.61637,247040.884794,496978.53215,2070155.5884,245357.862723,151189.55743,1880811.5156699999,240358.348631,148502.02565,1866268.4877,238675.32656,433807.89741000003,1694027.5157,242127.44006300002,85331.39091,1490140.415,235444.9039
