,Country,HDPE[kg/hr],LDPE[kg/hr],PP[kg/hr],PS[kg/hr],HEATER_T,pyro_EAC,pyro_TPC,pyro_REV_SMR,pyro_REV_NG,SMR_EAC,SMR_TPC,SMR_REV,SMRCCU_EAC,SMRCCU_TPC,SMRCCU_REV,WFGD_EAC,WFGD_TPC,WFGD_REV,Path1_EAC,Path1_TPC,Path1_REV,Path2_EAC,Path2_TPC,Path2_REV,Path3_EAC,Path3_TPC,Path3_REV,Path4_EAC,Path4_TPC,Path4_REV,Path5_EAC,Path5_TPC,Path5_REV,Path6_EAC,Path6_TPC,Path6_REV
60,USA,86,170,66,66,500,355623.995,2729504.997,1169492.487,1357059.943,229953.0696,1292515.781,1094241.098,12153.49272,50356.65681,11547.2945,108151.7826,27461.9691,951.7715923,705882.3399199999,4099839.40391,2276232.6510922997,693728.8472,4049482.7471,2264685.3565923,597730.5573199999,4072377.43481,2275280.8795,585577.0645999999,4022020.778,2263733.585,463775.77760000003,2756966.9661,1358011.7145923,355623.995,2729504.997,1357059.943
61,USA,86,170,66,66,550,355675.5667,2768545.404,1251585.696,1459936.102,247147.6741,1434398.943,1215512.509,13356.25287,55906.29386,12828.05764,243793.1773,79197.37281,3675.983776,859972.67097,4338048.013669999,2483602.2464159997,846616.4181,4282141.71981,2470774.188776,616179.49367,4258850.64086,2479926.26264,602823.2408,4202944.347,2467098.205,599468.7440000001,2847742.77681,1463612.085776,355675.5667,2768545.404,1459936.102
62,USA,86,170,66,66,600,355722.7355,2925004.582,1352735.479,1578009.36,260810.0783,1550017.267,1314175.069,14358.99204,60453.68573,13866.70387,343012.1199,126224.9588,6519.877273,973903.9257400001,4661700.49353,2687297.1291429996,959544.9336999999,4601246.8078,2673430.425273,630891.80584,4535475.5347299995,2680777.25187,616532.8138,4475021.848999999,2666910.548,698734.8554,3051229.5408,1584529.2372730002,355722.7355,2925004.582,1578009.36
63,USA,86,170,66,66,650,355770.8009,3088093.214,1460093.465,1698345.07,271117.9656,1638523.85,1389917.586,15140.83484,63919.62649,14667.2244,428369.7386,172172.1813,9443.609778,1070399.3399399999,4962708.87179,2874121.885178,1055258.5051,4898789.2453000005,2859454.660778,642029.6013399999,4790536.69049,2864678.2754,626888.7664999999,4726617.064,2850011.051,784140.5395,3260265.3953,1707788.679778,355770.8009,3088093.214,1698345.07
64,USA,86,170,66,66,700,355813.7365,3247904.519,1482168.682,1722607.758,272843.7842,1653389.526,1402717.331,15272.93201,64494.71193,14803.75011,505902.8958,217972.1107,12458.60347,1149833.34851,5183760.86763,2912148.36658,1134560.4165,5119266.1557,2897344.6164700002,643930.45271,4965788.75693,2899689.76311,628657.5207,4901294.045,2884886.0130000003,861716.6322999999,3465876.6297,1735066.36147,355813.7365,3247904.519,1722607.758
65,USA,86,170,66,66,750,355854.1007,3413002.336,1462824.177,1699737.05,270063.3481,1629336.909,1382142.024,15058.03792,63551.23988,14586.47297,578312.5324,264042.313,15567.70351,1219288.01912,5369932.79788,2875120.37748,1204229.9812,5306381.558,2860533.90451,640975.48672,5105890.48488,2859552.67397,625917.4488,5042339.245,2844966.201,934166.6331,3677044.649,1715304.75351,355854.1007,3413002.336,1699737.05
66,USA,86,170,66,66,800,355897.1515,3589226.058,1449659.329,1682286.745,266671.0328,1600097.845,1357140.039,14798.37014,62403.87697,14322.58518,647078.0477,310578.9741,18779.09722,1284444.60214,5562306.75407,2839901.0503999996,1269646.2319999998,5499902.8771,2825578.4652199997,637366.55444,5251727.77997,2821121.9531799997,622568.1843,5189323.903,2806799.368,1002975.1991999999,3899805.0321000004,1701065.8422200002,355897.1515,3589226.058,1682286.745
67,USA,86,170,66,66,850,355942.8817,3775713.453,1440874.2,1668823.189,262950.1796,1568175.069,1329845.278,14516.82509,61151.63475,14034.49224,713129.4748,357743.1615,22090.85795,1346539.36119,5762783.3182500005,2806844.8281900003,1332022.5361,5701631.6835,2792810.33595,633409.88639,5405040.15675,2784753.97024,618893.0613,5343888.522,2770719.478,1069072.3565,4133456.6145,1690914.04695,355942.8817,3775713.453,1668823.189
68,USA,86,170,66,66,900,355994.2513,3971760.675,1435368.101,1658502.347,259101.1067,1535318.275,1301755.732,14229.03085,59863.06626,13738.03004,777107.6448,405731.9148,25485.2117,1406432.03365,5972673.931059999,2776347.07474,1392203.0028,5912810.8648,2762609.0447,629324.38885,5566942.016259999,2750861.86304,615095.358,5507078.949999999,2737123.833,1133101.8961,4377492.5898,1683987.5587000002,355994.2513,3971760.675,1658502.347
69,USA,86,170,66,66,950,356050.083,4176758.465,1432053.815,1650376.982,255234.0089,1502482.744,1273687.862,13943.31244,58575.68262,13441.8081,839405.5615,454468.9454,28988.59882,1464632.96584,6192285.8370199995,2748172.08392,1450689.6534,6133710.154399999,2734730.27582,625227.40434,5737816.89162,2719183.4851,611284.0919,5679241.209,2705741.677,1195455.6445,4631227.4103999995,1679365.58082,356050.083,4176758.465,1650376.982
70,USA,86,170,66,66,1000,356111.7231,4390220.604,1430236.154,1643845.165,251423.6216,1470305.087,1246185.673,13665.03076,57314.4361,13151.56429,900360.8915,504093.5616,32584.50962,1521561.2669600002,6421933.6887,2722157.9009100003,1507896.2362000002,6364619.2526,2709006.33662,621200.37546,5917840.1271,2689573.39129,607535.3447,5860525.691000001,2676421.827,1256472.6146,4894314.1656,1676429.67462,356111.7231,4390220.604,1643845.165
71,USA,86,170,66,66,1050,356188.7619,4611786.866,1429926.553,1639014.049,247748.4105,1439438.797,1219807.565,13399.57473,56104.89158,12873.1923,960217.2075,554631.7639,36274.9335,1577553.95463,6661962.31848,2698882.2438,1564154.3799,6605857.4269,2686009.0514999996,617336.74713,6107330.55458,2662607.3103,603937.1724,6051225.663000001,2649734.118,1316405.9694,5166418.6299,1675288.9825000002,356188.7619,4611786.866,1639014.049
72,USA,86,170,66,66,1100,356279.6525,4841092.634,1430259.195,1635007.18,244201.4567,1409811.915,1194491.247,13146.05747,54944.23291,12606.02506,1019156.704,606434.7145,39988.32675,1632783.87067,6912283.496409999,2677344.7938099997,1619637.8132000002,6857339.263499999,2664738.76875,613627.1666700001,6305848.781909999,2637356.4670599997,600481.1092000001,6250904.549,2624750.442,1375436.3565,5447527.348499999,1674995.50675,356279.6525,4841092.634,1635007.18
73,USA,86,170,66,66,1150,356397.9022,5077888.751,1431241.836,1631867.219,240813.2661,1381662.896,1170440.443,12906.26706,53841.7277,12352.21654,1077278.872,658515.4631,43943.6128,1687396.30736,7171908.8378,2657978.10834,1674490.0403,7118067.1101,2645625.8918000003,610117.43536,6513393.3747,2614034.49554,597211.1683,6459551.647,2601682.279,1433676.7741999999,5736404.2141,1675810.8318,356397.9022,5077888.751,1631867.219
74,USA,86,170,66,66,1200,356561.6222,5321939.849,1432459.521,1629165.596,237574.7971,1354899.28,1147575.623,12679.19144,52793.73162,12110.92308,1134768.558,711893.1403,47922.6498,1741584.1687399999,7441526.0009200005,2640068.7168799997,1728904.9773,7388732.269300001,2627957.7937999996,606815.6107399999,6729632.86062,2592146.06708,594136.4193,6676839.129000001,2580035.144,1491330.1801999998,6033832.9893000005,1677088.2458,356561.6222,5321939.849,1629165.596
