,Country,HDPE[kg/hr],LDPE[kg/hr],PP[kg/hr],PS[kg/hr],HEATER_T,pyro_EAC,pyro_TPC,pyro_REV_SMR,pyro_REV_NG,SMR_EAC,SMR_TPC,SMR_REV,SMRCCU_EAC,SMRCCU_TPC,SMRCCU_REV,WFGD_EAC,WFGD_TPC,WFGD_REV,Path1_EAC,Path1_TPC,Path1_REV,Path2_EAC,Path2_TPC,Path2_REV,Path3_EAC,Path3_TPC,Path3_REV,Path4_EAC,Path4_TPC,Path4_REV,Path5_EAC,Path5_TPC,Path5_REV,Path6_EAC,Path6_TPC,Path6_REV
40,Saudi Arabia,6,20,10,6,1000,71137.43181,142731.3577,135223.5164,158301.7719,56478.67479,51737.18451,134637.5398,2377.03062,2026.11773,1420.891247,237983.9837,48051.16142,3537.570384,367977.12092,244545.82135999997,274819.51783100003,365600.09030000004,242519.70362999997,273398.626584,129993.13722,196494.65993999998,271281.947447,127616.1066,194468.54220999999,269861.0562,309121.41551,190782.51911999998,161839.34228399998,71137.43181,142731.3577,158301.7719
41,Saudi Arabia,6,20,10,6,1050,71148.76808,149423.4358,135645.911,158234.6055,55684.17976,50702.49902,131781.4806,2340.523529,1985.302508,1390.750704,253788.9902,51756.28528,3938.292849,382962.461569,253867.52260800003,272756.435153,380621.93804,251882.22010000004,271365.684449,129173.47136899999,202111.23732800002,268818.142304,126832.94784,200125.93482000002,267427.3916,324937.75828,201179.72108,162172.898349,71148.76808,149423.4358,158234.6055
42,Saudi Arabia,6,20,10,6,1100,71160.83411,156348.3499,136068.721,158188.6119,54918.04441,49710.85317,129046.525,2305.392179,1946.190688,1361.888367,269352.2524,55458.05346,4348.159233,397736.523099,263463.447218,270825.2936,395431.13092,261517.25652999998,269463.405233,128384.270699,208005.393758,266477.13436699996,126078.87852,206059.20307,265115.246,340513.08651,211806.40336,162536.771133,71160.83411,156348.3499,158188.6119
43,Saudi Arabia,6,20,10,6,1150,71174.30884,163498.3928,136496.0324,158170.6287,54185.36344,48768.15872,126448.7258,2271.861623,1909.014532,1334.473758,284701.8716,59155.84052,4770.207395,412333.405503,273331.406572,269049.43935299997,410061.54388,271422.39204,267714.96559499996,127631.533903,214175.566052,264279.231958,125359.67228,212266.55152,262944.7582,355876.18044,222654.23332,162940.836095,71174.30884,163498.3928,158170.6287
44,Saudi Arabia,6,20,10,6,1200,71189.46768,170866.6336,136908.3971,158160.5756,53485.72681,47873.17911,123984.3874,2239.904837,1873.7251,1308.467569,299878.2253,62860.19344,5201.707813,426793.32462699997,283473.73125,267402.959882,424553.41978999996,281600.00615000003,266094.492313,126915.09932699999,220613.53781,262201.252069,124675.19449,218739.81271,260892.7845,371067.69298,233726.82704,163362.283413,71189.46768,170866.6336,158160.5756
45,Spain,7,26,13,8,500,85156.63868,791785.4468,257171.6453,289398.3141,70449.12442,442810.0047,188005.6717,3031.453832,17125.71482,1983.984028,32419.37975,8037.82543,122.921934,191056.59668199997,1259758.99175,447284.222962,188025.14284999997,1242633.27693,445300.238934,158637.21693199998,1251721.16632,447161.301028,155605.76309999998,1234595.4515,445177.31700000004,117576.01843,799823.27223,289521.236034,85156.63868,791785.4468,289398.3141
46,Spain,7,26,13,8,550,85170.80625,793423.9018,243972.7797,277283.6931,72012.90849,457575.1537,194333.3794,3106.001354,17696.29842,2050.84921,74915.67867,23179.77111,518.1319968,235205.394764,1291875.12503,440875.1403068001,232099.39341,1274178.82661,438824.29109680007,160289.716094,1268695.35392,440357.00831000006,157183.71474,1250999.0555,438306.15910000005,160086.48492,816603.67291,277801.8250968,85170.80625,793423.9018,277283.6931
47,Spain,7,26,13,8,600,85182.46722,828678.3353,233831.1732,267570.7218,72629.07082,463366.8466,196849.5205,3134.734788,17913.61464,2077.990165,105399.295,36789.4954,906.450472,266345.567828,1346748.29194,433665.134337,263210.83304,1328834.6772999999,431587.144172,160946.27282800002,1309958.79654,432758.683865,157811.53804,1292045.1819,430680.6937,190581.76222,865467.8307,268477.172272,85182.46722,828678.3353,267570.7218
48,Spain,7,26,13,8,650,85193.73268,867847.4606,226384.4406,260110.994,72610.50903,463189.8383,196773.7039,3133.845715,17906.76423,2077.189934,131614.2029,49969.76199,1323.897984,292552.290325,1398913.8251200002,426559.232418,289418.44461,1381007.06089,424482.042484,160938.087425,1348944.0631300001,425235.334434,157804.24171,1331037.2989,423158.1445,216807.93558,917817.22259,261434.89198400002,85193.73268,867847.4606,260110.994
49,Spain,7,26,13,8,700,85203.22116,910651.354,220899.6148,254314.0595,72163.99671,458938.5315,194952.7377,3112.472272,17742.2411,2057.967239,155424.1334,63137.52007,1738.465505,315903.823542,1450469.6466700002,419648.785244,312791.35127,1432727.4055700002,417590.818005,160479.690142,1387332.1266,417910.31973900006,157367.21787,1369589.8855,415852.35250000004,240627.35456,973788.87407,256052.525005,85203.22116,910651.354,254314.0595
50,Spain,7,26,13,8,750,85213.49407,956832.6658,216971.8417,249895.2794,71455.13909,452313.7058,192067.1893,3079.619636,17495.13507,2026.718247,177655.4283,76284.9992,2178.198874,337403.681096,1502926.50587,413243.94812099996,334324.06146,1485431.3708,411217.22987399995,159748.252796,1426641.50667,411065.74924699997,156668.63316,1409146.3716,409039.03099999996,262868.92237,1033117.6649999999,252073.478274,85213.49407,956832.6658,249895.2794
51,Spain,7,26,13,8,800,85224.19731,1006110.342,214169.7871,246497.6845,70596.4339,444178.3758,188599.8013,3038.297066,17177.09975,1990.389189,198776.3679,89604.01104,2623.565638,357635.29617600003,1557069.82859,407383.54322700005,354596.99911000003,1539892.72884,405393.15403800004,158858.92827600002,1467465.81755,404759.977589,155820.63121000002,1450288.7178,402769.5884,284000.56521000003,1095714.35304,249121.250138,85224.19731,1006110.342,246497.6845
52,Spain,7,26,13,8,850,85234.90924,1058241.208,212167.2546,243844.4588,69650.9221,435312.4413,184803.5398,2993.283273,16833.95189,1950.319962,219056.8462,103070.3582,3085.6039,376935.960813,1613457.95939,402006.718262,373942.67753999995,1596624.0075,400056.3983,157879.11461299998,1510387.60119,398921.114362,154885.83133999998,1493553.6493000002,396970.7944,304291.75544,1161311.5662,246930.06269999998,85234.90924,1058241.208,243844.4588
53,Spain,7,26,13,8,900,85246.06838,1113029.129,210763.3652,241770.0737,68670.00155,426175.4295,180891.8194,2946.689939,16480.28746,1909.03487,238693.1716,116735.0228,3561.093713,395555.931469,1672419.86876,397125.313183,392609.24153,1655939.5813,395216.27831300005,156862.759869,1555684.84596,393564.21947,153916.06993,1539204.5585,391655.18460000004,323939.23998,1229764.1517999999,245331.16741300002,85246.06838,1113029.129,241770.0737
54,Spain,7,26,13,8,950,85258.02914,1170311.418,209811.9561,240151.0369,67686.38754,417076.2773,176996.8811,2900.078856,16128.07444,1867.928776,257816.4237,130617.7657,4050.142654,413660.91923600005,1734133.5354400002,392726.90863,410760.84038,1718005.4610000001,390858.97985400003,155844.495536,1603515.7697400001,388676.765976,152944.41668,1587387.6953,386808.8372,343074.45284000004,1300929.1837000002,244201.179554,85258.02914,1170311.418,240151.0369
55,Spain,7,26,13,8,1000,85269.95046,1229945.953,209149.4422,238833.4032,66714.31448,408146.4546,173174.937,2854.124644,15782.41391,1827.59388,276531.8789,144760.1989,4550.351665,431370.268484,1798635.0204099999,388702.324745,428516.14384000003,1782852.6065,386874.730865,154838.389584,1653874.82151,384151.97307999997,151984.26494,1638092.4076,382324.37919999997,361801.82936,1374706.1519,243383.754865,85269.95046,1229945.953,238833.4032
56,Spain,7,26,13,8,1050,85283.82607,1291835.654,208780.9497,237837.2888,65776.45676,399590.3143,169513.4491,2809.891139,15451.20965,1788.953738,294901.1755,159202.7159,5057.60387,448771.349469,1866079.89385,385140.95640799997,445961.45833,1850628.6842,383352.00266999996,153870.173969,1706877.1779500002,380083.352538,151060.28282999998,1691425.9683,378294.39879999997,380185.00157,1451038.3699,242894.89267,85283.82607,1291835.654,237837.2888
57,Spain,7,26,13,8,1100,85297.92097,1355875.938,208545.1716,236998.0964,64868.50967,391363.2298,165993.1813,2767.167106,15132.75256,1751.803682,312982.1675,173825.6115,5586.152783,465915.765246,1936197.53186,381876.30936500005,463148.59814,1921064.7793,380124.505683,152933.597746,1762371.9203599999,376290.156582,150166.43064,1747239.1678,374538.3529,398280.08846999996,1529701.5495000002,242584.249183,85297.92097,1355875.938,236998.0964
58,Spain,7,26,13,8,1150,85313.12806,1421995.857,208419.5924,236297.2781,63997.07917,383519.3428,162637.2956,2726.252283,14829.13028,1716.388792,330826.193,188724.7777,6126.735868,482862.65251300007,2009069.10778,378900.01266000007,480136.40023,1994239.9775,377183.62386800005,152036.459513,1820344.33008,372773.27679200005,149310.20723,1805515.1998,371056.88800000004,416139.32106000005,1610720.6347,242424.01396799998,85313.12806,1421995.857,236297.2781
59,Spain,7,26,13,8,1200,85331.39091,1490140.415,208431.9142,235767.6184,63170.63474,376128.0727,159475.4445,2687.53178,14543.02797,1683.022071,348476.5065,203887.1007,6682.536163,499666.06393,2084698.61637,376272.916934,496978.53215,2070155.5884,374589.89486299996,151189.55743,1880811.5156699999,369590.380771,148502.02565,1866268.4877,367907.3587,433807.89741000003,1694027.5157,242450.15456300002,85331.39091,1490140.415,235767.6184
