,Country,HDPE[kg/hr],LDPE[kg/hr],PP[kg/hr],PS[kg/hr],HEATER_T,HDPDCOM_HD,LPDECOM_HD,PPDECOM_HD,PSDECOM_HD,HEATER_HX_AREAC,HEATER_HD,RPLUG_HD,RPYRO_HD,COOLER_HX_AREAC,COOLER_HX_DUTY,HPDCOUT,LIQ,LPDCOUT,PPDCOUT,PSDCOUT,RPLUGIN,RPLUGIN2,RPYROIN,RPYROOUT,S1,VAP,H2O_VAP,H2_VAP,CO_VAP,CO2_VAP,CH4_VAP,C2H6_VAP,C2H4_VAP,C4H10_VAP,C6H6_VAP,C7H8_VAP,C8H10_VAP,C9H18_VAP,C10H8_VAP,C10H14_VAP,C14H30_VAP,C16H34_VAP,C22H46_VAP,C_VAP,O2_VAP,C6H6O_VAP,N2_VAP,CL2_VAP,S_VAP,NRP_VAP,ASH_VAP,HDPE_VAP,PP_VAP,PS_VAP,LDPE_VAP,H2O_LIQ,H2_LIQ,CO_LIQ,CO2_LIQ,CH4_LIQ,C2H6_LIQ,C2H4_LIQ,C4H10_LIQ,C6H6_LIQ,C7H8_LIQ,C8H10_LIQ,C9H18_LIQ,C10H8_LIQ,C10H14_LIQ,C14H30_LIQ,C16H34_LIQ,C22H46_LIQ,C_LIQ,O2_LIQ,C6H6O_LIQ,N2_LIQ,CL2_LIQ,S_LIQ,NRP_LIQ,ASH_LIQ,HDPE_LIQ,PP_LIQ,PS_LIQ,LDPE_LIQ,pyro_EAC,pyro_TPC,pyro_REV_SMR,pyro_REV_NG
35,Saudi_Arabia,6,20,10,6,750,1437.87328,4751.80836,2475.33415,560.091612,0.019226225,2987.98536,-2122.13579,-1935.94525,0.270664859,-4068.66884,6,25.0708592,20,10,6,42,42,42.0011897,42.0011897,42.0011897,16.9303305,0,0.675826378,0.0,0.0,4.08477971,0.811069393,3.48099636,1.34943177,4.78744366,1.57504239,0.10462047,0.053395168,0.001367005,0.004040773,0.000308759,8.48e-06,1.28e-06,0,0.0,0.0,0.001998908,0,0,,,,,,,0,0.000136282,0.0,0.0,0.004869471,0.006238674,0.017776341,0.133171815,7.29592525,8.21719982,1.87064028,1.33800841,0.455018959,0.512444487,1.00256675,0.16028163,4.0565803,0,0.0,0,6.92e-07,0,0,,,,,,,71089.42118028399,113194.32627529645,133724.24987450198,159322.03252468072
36,Saudi_Arabia,6,20,10,6,800,1437.87328,4751.80836,2475.33415,560.091612,0.024145351,3603.26514,-2071.62627,-2421.60048,0.273110441,-4079.51263,6,24.8013053,20,10,6,42,42,42.0015134,42.0015134,42.0015134,17.2002081,0,0.766700425,0.0,0.0,4.01085363,0.796642539,3.41865139,1.33081517,5.03932558,1.66821775,0.111391686,0.049544334,0.001412158,0.004346701,0.00029803,8.39e-06,1.37e-06,0,0.0,0.0,0.001998959,0,0,,,,,,,0,0.000143314,0.0,0.0,0.004489396,0.005815593,0.016550981,0.124850515,7.55293563,8.53642572,1.94705737,1.16535252,0.474194547,0.533890388,0.852745861,0.136334051,3.45051875,0,0.0,0,6.41e-07,0,0,,,,,,,71098.52971539239,118524.44331149288,133711.07010810415,158845.58573720293
37,Saudi_Arabia,6,20,10,6,850,1437.87328,4751.80836,2475.33415,560.091612,0.02965147,4236.86451,-2054.64036,-2916.59463,0.27556634,-4090.51124,6,24.6133806,20,10,6,42,42,42.000078,42.000078,42.000078,17.3866973,0,0.846904384,0.0,0.0,3.9300158,0.780777302,3.35024402,1.30849007,5.25129244,1.74742586,0.117234449,0.045951934,0.001448066,0.004618552,0.000285795,8.23e-06,1.44e-06,0,0.0,0.0,0.001998998,0,0,,,,,,,0,0.000148759,0.0,0.0,0.004178849,0.005463492,0.015534377,0.11775723,7.77473097,8.80873419,2.01212144,1.02373988,0.490541734,0.552159044,0.7314579,0.116946738,2.95986542,0,0.0,0,6.02e-07,0,0,,,,,,,71107.52645102945,124162.51953536556,133873.7554592515,158501.69072192648
38,Saudi_Arabia,6,20,10,6,900,1437.87328,4751.80836,2475.33415,560.091612,0.035852371,4888.82741,-2067.80972,-3420.30515,0.278011316,-4101.53079,6,24.4904157,20,10,6,42,42,42.0019424,42.0019424,42.0019424,17.5115267,0,0.917258984,0.0,0.0,3.84702417,0.764434613,3.27987148,1.28434694,5.43030707,1.81476763,0.122265277,0.042633888,0.001476883,0.004858787,0.000272469,8.01e-06,1.49e-06,0,0.0,0.0,0.001999028,0,0,,,,,,,0,0.000153124,0.0,0.0,0.003923606,0.005169463,0.014687625,0.111721208,7.96920663,9.04406524,2.06814484,0.906905267,0.504619556,0.567883084,0.632648987,0.101152151,2.56013432,0,0.0,0,5.72e-07,0,0,,,,,,,71117.38182911243,130088.2159173,134179.20775039648,158287.06558972274
39,Saudi_Arabia,6,20,10,6,950,1437.87328,4751.80836,2475.33415,560.091612,0.042888969,5559.17321,-2108.82363,-3931.80089,0.280387956,-4112.01864,6,24.4079037,20,10,6,42,42,42.0009078,42.0009078,42.0009078,17.5930041,0,0.979912016,0.0,0.0,3.76392138,0.748036274,3.2093169,1.2594047,5.58411391,1.87316246,0.126677802,0.039616673,0.001501326,0.005073744,0.000258643,7.74e-06,1.53e-06,0,0.0,0.0,0.001999052,0,0,,,,,,,0,0.000156779,0.0,0.0,0.003707842,0.004916758,0.013961603,0.106458327,8.13707863,9.24635575,2.11631695,0.809616586,0.516744846,0.581417801,0.551433974,0.088169573,2.23156768,0,0.0,0,5.48e-07,0,0,,,,,,,71127.1265510425,136282.42635076167,134535.9516934527,158123.03551139517
40,Saudi_Arabia,6,20,10,6,1000,1437.87328,4751.80836,2475.33415,560.091612,0.050950798,6247.9008,-2175.42791,-4450.52701,0.28269201,-4122.01705,6,24.3578952,20,10,6,42,42,42.000076,42.000076,42.000076,17.6421807,0,1.03560266,0.0,0.0,3.68272484,0.731990378,3.14031915,1.23448725,5.71676483,1.92383223,0.13054203,0.036877303,0.00152215,0.005265226,0.000244638,7.44e-06,1.54e-06,0,0.0,0.0,0.001999072,0,0,,,,,,,0,0.000159917,0.0,0.0,0.003524575,0.004699066,0.013337372,0.101873487,8.28411521,9.42234195,2.15817307,0.728048558,0.527287753,0.593181136,0.484195792,0.077420924,1.95953591,0,0.0,0,5.29e-07,0,0,,,,,,,71137.43181102964,142731.35767516278,134935.911055809,158014.166606274
41,Saudi_Arabia,6,20,10,6,1050,1437.87328,4751.80836,2475.33415,560.091612,0.060301794,6954.99242,-2265.78757,-4975.98005,0.28492717,-4131.56254,6,24.3339091,20,10,6,42,42,42.0011268,42.0011268,42.0011268,17.6672177,0,1.08509963,0.0,0.0,3.60460287,0.716534818,3.07388932,1.21010918,5.83161255,1.96783999,0.133922562,0.034393156,0.001539932,0.005435204,0.000230741,7.11e-06,1.54e-06,0,0.0,0.0,0.001999087,0,0,,,,,,,0,0.000162676,0.0,0.0,0.003368003,0.004510819,0.012798423,0.097873563,8.41466843,9.57720468,2.19490807,0.659173956,0.536538705,0.603500449,0.428113951,0.068455438,1.73263145,0,0.0,0,5.13e-07,0,0,,,,,,,71148.76807938055,149423.43582226612,135371.08197064482,157959.77643085856
42,Saudi_Arabia,6,20,10,6,1100,1437.87328,4751.80836,2475.33415,560.091612,0.071325908,7680.41707,-2378.7844,-5507.44587,0.287072793,-4140.47427,6,24.3256614,20,10,6,42,42,42.0009183,42.0009183,42.0009183,17.675257,0,1.12963145,0.0,0.0,3.5297933,0.7017229,3.01024589,1.1864866,5.93232309,2.00661523,0.136919411,0.032151317,0.001555655,0.005587472,0.000217242,6.78e-06,1.52e-06,0,0.0,0.0,0.0019991,0,0,,,,,,,0,0.000165152,0.0,0.0,0.003231664,0.004344949,0.012324199,0.094326314,8.52955336,9.71314587,2.22715448,0.600524861,0.544665972,0.612563483,0.380948877,0.060915196,1.54179648,0,0.0,0,5e-07,0,0,,,,,,,71160.83410674513,156348.34989047988,135805.01722628434,157924.90816489683
43,Saudi_Arabia,6,20,10,6,1150,1437.87328,4751.80836,2475.33415,560.091612,0.084614337,8424.13345,-2513.2019,-6044.51953,0.28913801,-4148.85897,6,24.3308376,20,10,6,42,42,42.0012596,42.0012596,42.0012596,17.670422,0,1.16966722,0.0,0.0,3.45873517,0.687644585,2.94977026,1.16382808,6.02082546,2.04075221,0.139569806,0.030124987,0.001569479,0.005723378,0.000204278,6.44e-06,1.5e-06,0,0.0,0.0,0.001999111,0,0,,,,,,,0,0.000167404,0.0,0.0,0.003112602,0.004198648,0.011906389,0.091181257,8.63217064,9.83389036,2.25574629,0.550259251,0.551870692,0.620596696,0.341010691,0.05453012,1.38019609,0,0.0,0,4.89e-07,0,0,,,,,,,71174.30883739283,163498.39275014843,136242.04409895578,157916.64038365704
44,Saudi_Arabia,6,20,10,6,1200,1437.87328,4751.80836,2475.33415,560.091612,0.101150601,9186.09249,-2668.36712,-6586.60863,0.291120219,-4156.64218,6,24.3437151,20,10,6,42,42,42.0003438,42.0003438,42.0003438,17.6566287,0,1.20601889,0.0,0.0,3.39132762,0.674283109,2.89238493,1.14217647,6.09941327,2.07116188,0.141939709,0.028296553,0.001581942,0.005845651,0.000191981,6.11e-06,1.46e-06,0,0.0,0.0,0.00199912,0,0,,,,,,,0,0.000169475,0.0,0.0,0.003007108,0.004067778,0.011533019,0.08835764,8.72326299,9.94098779,2.2811139,0.506857028,0.558267007,0.627727143,0.306941668,0.049083216,1.24233888,0,0.0,0,4.8e-07,0,0,,,,,,,71189.46768057453,170866.63362219522,136663.01711250743,157915.19555918995
45,Spain,7,26,13,8,500,1677.51883,6177.35087,3217.9344,746.788816,0.001272346,234.528396,-3858.99884,410.483807,0.338786235,-5208.53205,7,37.6493733,26,13,8,54,54,54.0003065,54.0003065,54.0003065,16.3509332,0,0.0,0.0,0.0,5.14258772,1.01543687,4.36761729,1.58253902,3.14296331,0.950837061,0.060490544,0.082290945,0.000971793,0.002215651,0.000375691,8.97e-06,8.75e-07,0,0.0,0.0,0.002597436,0,0,,,,,,,0,0.0,0.0,0.0,0.012665991,0.014830091,0.042800367,0.28637376,6.92978886,7.21202129,1.58609595,3.87700609,0.379473655,0.428328849,3.23678361,0.517387854,13.0941475,0,0.0,0,2.04e-06,0,0,,,,,,,85156.63867856671,791785.4467686545,256127.33437396833,288354.00314481335
46,Spain,7,26,13,8,550,1677.51883,6177.35087,3217.9344,746.788816,0.005090221,909.320318,-3516.42696,-135.049063,0.339699428,-5197.00127,7,35.8600753,26,13,8,54,54,54.0006625,54.0006625,54.0006625,18.1405872,0,0.202219719,0.0,0.0,5.31560663,1.05193314,4.52067936,1.68122366,3.96453272,1.23389467,0.079429947,0.083902603,0.001218679,0.002937071,0.000400219,9.81e-06,1.04e-06,0,0.0,0.0,0.002597892,0,0,,,,,,,0,7.2e-05,0.0,0.0,0.010398549,0.012458158,0.035819422,0.249590948,7.56862157,8.11245907,1.80588756,3.25702149,0.43438581,0.490030101,2.66709735,0.426337692,10.789894,0,0.0,0,1.59e-06,0,0,,,,,,,85170.8062467001,793423.9018246955,243115.41935145928,276426.332749183
47,Spain,7,26,13,8,600,1677.51883,6177.35087,3217.9344,746.788816,0.009295537,1606.75354,-3231.56801,-698.615048,0.341443248,-5195.85914,7,34.514806,26,13,8,54,54,54.0028802,54.0028802,54.0028802,19.4880742,0,0.392155322,0.0,0.0,5.38400632,1.06690582,4.58260966,1.73221772,4.6634931,1.48066836,0.096224841,0.081767703,0.001410893,0.003595168,0.000409594,1.03e-05,1.2e-06,0,0.0,0.0,0.00259817,0,0,,,,,,,0,0.000115139,0.0,0.0,0.008872375,0.010850008,0.031100688,0.22284026,8.1274361,8.88497366,1.99470035,2.74604084,0.481699454,0.543133683,2.20207764,0.352014333,8.90895014,0,0.0,0,1.31e-06,0,0,,,,,,,85182.46721672462,828678.3352905,233099.645874781,266839.194479851
48,Spain,7,26,13,8,650,1677.51883,6177.35087,3217.9344,746.788816,0.013938588,2327.10355,-3007.96193,-1279.09468,0.343847314,-5201.90587,7,33.5388279,26,13,8,54,54,54.0068658,54.0068658,54.0068658,20.4680379,0,0.562167466,0.0,0.0,5.3819326,1.06742185,4.58326585,1.75118049,5.23871037,1.68653166,0.110453962,0.077630902,0.001551497,0.004171926,0.000409041,1.06e-05,1.35e-06,0,0.0,0.0,0.002598351,0,0,,,,,,,0,0.000142212,0.0,0.0,0.007793627,0.009703968,0.027747507,0.202734643,8.62566996,9.54902451,2.15594761,2.33112013,0.522102843,0.588439963,1.82845199,0.292297173,7.39765059,0,0.0,0,1.13e-06,0,0,,,,,,,85193.73268161369,867847.4606464095,225741.85603505242,259468.40941452744
49,Spain,7,26,13,8,700,1677.51883,6177.35087,3217.9344,746.788816,0.019079533,3070.59963,-2842.30923,-1875.06403,0.346648172,-5211.89956,7,32.8291776,26,13,8,54,54,54.0011354,54.0011354,54.0011354,21.1719578,0,0.714056309,0.0,0.0,5.33212769,1.0581843,4.54252152,1.74896289,5.71301042,1.85842634,0.122533831,0.072785994,0.001655351,0.004679669,0.000402729,1.08e-05,1.49e-06,0,0.0,0.0,0.002598477,0,0,,,,,,,0,0.000160453,0.0,0.0,0.006978956,0.008825296,0.025185821,0.186601335,9.0587472,10.1124594,2.29219614,1.99459999,0.556270414,0.626716685,1.52912373,0.244454233,6.18685697,0,0.0,0,1e-06,0,0,,,,,,,85203.2211574209,910651.3540300913,220324.19991789357,253738.64460323984
50,Spain,7,26,13,8,750,1677.51883,6177.35087,3217.9344,746.788816,0.024791274,3837.42314,-2729.62192,-2485.42237,0.349718276,-5224.6189,7,32.3313733,26,13,8,54,54,54.000118,54.0001243,54.0001243,21.668751,0,0.847213913,0.0,4.64e-06,5.25377499,1.04308782,4.47695014,1.73342907,6.10291596,2.00102331,0.132717972,0.067772676,0.001731929,0.005123748,0.00039221,1.08e-05,1.63e-06,0,1.7e-06,0.0,0.002598568,0,0,,,,,,,0,0.000173211,0.0,2.87e-08,0.006351212,0.008137698,0.023187928,0.173502704,9.43877053,10.5938051,2.40787179,1.72185721,0.585273866,0.659182047,1.28951104,0.206155124,5.21759287,0,1.14e-09,0,9.12e-07,0,0,,,,,,,85213.49406738573,956832.6657823548,216448.1842248958,249371.62192160453
51,Spain,7,26,13,8,800,1677.51883,6177.35087,3217.9344,746.788816,0.031163507,4627.70933,-2664.65587,-3108.9793,0.352912745,-5238.59145,7,31.9851316,26,13,8,54,54,54.0009016,54.0009016,54.0009016,22.0157699,0,0.964046586,0.0,0.0,5.15874133,1.02455165,4.39682993,1.70970782,6.42673242,2.12055319,0.141390908,0.062920979,0.001790293,0.005514981,0.000378775,1.07e-05,1.74e-06,0,0.0,0.0,0.002598635,0,0,,,,,,,0,0.000182611,0.0,0.0,0.00585253,0.007581923,0.021578398,0.162591008,9.76962106,11.0048109,2.50621686,1.49969741,0.609942118,0.68677356,1.09681895,0.175355005,4.43810851,0,0.0,0,8.45e-07,0,0,,,,,,,85224.19730814798,1006110.3418004025,213687.24604092562,246015.14342803686
52,Spain,7,26,13,8,850,1677.51883,6177.35087,3217.9344,746.788816,0.038308524,5441.55149,-2642.76392,-3744.5749,0.356124579,-5252.80723,7,31.7449827,26,13,8,54,54,54.0002849,54.0002849,54.0002849,22.2553021,0,1.06704247,0.0,0.0,5.05490662,1.00418039,4.30898099,1.68119118,6.69902054,2.22206,0.148866066,0.058380664,0.001836627,0.005862238,0.000363339,1.05e-05,1.84e-06,0,0.0,0.0,0.002598687,0,0,,,,,,,0,0.000189876,0.0,0.0,0.005446169,0.007120813,0.020247122,0.153317562,10.0556852,11.3557872,2.5900152,1.31750904,0.630984618,0.710292225,0.940841043,0.150422708,3.80712309,0,0.0,0,7.93e-07,0,0,,,,,,,85234.90924303766,1058241.2077782408,211718.21798855503,243395.42218611253
53,Spain,7,26,13,8,900,1677.51883,6177.35087,3217.9344,746.788816,0.046369774,6279.00596,-2659.82837,-4391.25096,0.359303222,-5266.85934,7,31.5837723,26,13,8,54,54,54.0002849,54.0002849,54.0002849,22.4165126,0,1.15784975,0.0,0.0,4.9479119,0.983117938,4.21827304,1.65021832,6.92979724,2.30881183,0.155337861,0.054192543,0.001874314,0.006170546,0.000346544,1.02e-05,1.9e-06,0,0.0,0.0,0.002598727,0,0,,,,,,,0,0.000195712,0.0,0.0,0.005110476,0.006733505,0.019131869,0.14538038,10.3044254,11.6576311,2.66192972,1.16708828,0.649058167,0.730480136,0.813706078,0.130100256,3.29280048,0,0.0,0,7.53e-07,0,0,,,,,,,85246.06837847788,1113029.129269384,210342.00649966023,241348.71490999774
54,Spain,7,26,13,8,950,1677.51883,6177.35087,3217.9344,746.788816,0.055534895,7140.09757,-2712.39384,-5048.15597,0.362420159,-5280.52878,7,31.4819229,26,13,8,54,54,54.0022836,54.0022836,54.0022836,22.5203608,0,1.23800264,0.0,0.0,4.84137487,0.962099202,4.1278325,1.61832665,7.12678298,2.38333362,0.160958163,0.050361043,0.001905539,0.006444044,0.000328964,9.85e-06,1.95e-06,0,0.0,0.0,0.002598759,0,0,,,,,,,0,0.000200564,0.0,0.0,0.00482996,0.00640497,0.018187957,0.138547921,10.522435,11.9194174,2.72414846,1.04198591,0.664701219,0.747944986,0.709299098,0.113410367,2.87040829,0,0.0,0,7.21e-07,0,0,,,,,,,85258.02913842263,1170311.4184180144,209413.7258765383,239752.80667125207
55,Spain,7,26,13,8,1000,1677.51883,6177.35087,3217.9344,746.788816,0.066056367,8024.82491,-2798.12655,-5714.17526,0.365423164,-5293.33828,7,31.416329,26,13,8,54,54,54.0001835,54.0001835,54.0001835,22.5838545,0,1.30976748,0.0,0.0,4.73683379,0.941444501,4.0390091,1.5863465,7.29759315,2.44850401,0.165920313,0.046892169,0.001932667,0.006689353,0.000311218,9.47e-06,1.96e-06,0,0.0,0.0,0.002598785,0,0,,,,,,,0,0.00020474,0.0,0.0,0.004589735,0.00611934,0.017368955,0.13254214,10.7109826,12.145467,2.7779303,0.936990651,0.678246949,0.76305988,0.622798342,0.099582453,2.52044523,0,0.0,0,6.96e-07,0,0,,,,,,,85269.95046412337,1229945.9526217734,208771.0185006328,238454.97954989158
56,Spain,7,26,13,8,1050,1677.51883,6177.35087,3217.9344,746.788816,0.078285892,8933.1652,-2914.0826,-6389.07263,0.368358621,-5305.7972,7,31.3897624,26,13,8,54,54,54.0048502,54.0048502,54.0048502,22.6150877,0,1.37301393,0.0,0.0,4.63668069,0.921632645,3.95385142,1.55514598,7.44448917,2.50455957,0.170217545,0.04373294,0.001955273,0.006905242,0.000293519,9.05e-06,1.96e-06,0,0.0,0.0,0.002598805,0,0,,,,,,,0,0.000208394,0.0,0.0,0.004386636,0.005875214,0.016669993,0.127360939,10.8810327,12.3462614,2.82544404,0.848428271,0.690195321,0.77639137,0.550702214,0.088056877,2.22874839,0,0.0,0,6.75e-07,0,0,,,,,,,85283.82606568713,1291835.6537200173,208419.2715476629,237475.61067663415
57,Spain,7,26,13,8,1100,1677.51883,6177.35087,3217.9344,746.788816,0.092735199,9865.07869,-3059.45195,-7071.4891,0.371155638,-5317.22925,7,31.3783921,26,13,8,54,54,54.003935,54.003935,54.003935,22.6255429,0,1.4303777,0.0,0.0,4.54039053,0.902570889,3.87194193,1.52481364,7.57412322,2.55440931,0.174063892,0.040890098,0.001975729,0.007100204,0.000276382,8.63e-06,1.94e-06,0,0.0,0.0,0.002598822,0,0,,,,,,,0,0.000211676,0.0,0.0,0.00420815,0.005657909,0.016048724,0.122720904,11.0284696,12.5209472,2.8668903,0.772933567,0.700639767,0.788039383,0.490025006,0.078356493,1.9832428,0,0.0,0,6.58e-07,0,0,,,,,,,85297.92097031751,1355875.9376611225,208198.20960179952,236651.13440686074
58,Spain,7,26,13,8,1150,1677.51883,6177.35087,3217.9344,746.788816,0.110192312,10820.5124,-3232.7276,-7760.85912,0.373828996,-5327.79388,7,31.3798348,26,13,8,54,54,54.0002313,54.0002313,54.0002313,22.6203966,0,1.48239003,0.0,0.0,4.44859644,0.884388192,3.79382862,1.49563241,7.68884012,2.59875257,0.177502522,0.038326762,0.00199417,0.007275805,0.000259965,8.2e-06,1.91e-06,0,0.0,0.0,0.002598837,0,0,,,,,,,0,0.000214655,0.0,0.0,0.004050846,0.005464306,0.015495871,0.118567371,11.1579225,12.6744768,2.90336597,0.708166576,0.709843563,0.798300452,0.438612568,0.070137019,1.77521567,0,0.0,0,6.43e-07,0,0,,,,,,,85313.12805961948,1421995.8566728216,208085.60015114245,235963.28581695745
59,Spain,7,26,13,8,1200,1677.51883,6177.35087,3217.9344,746.788816,0.131968191,11799.4035,-3432.07807,-8457.10801,0.376421373,-5337.93066,7,31.3993593,26,13,8,54,54,54.001321,54.001321,54.001321,22.6019617,0,1.5288668,0.0,0.0,4.36210946,0.867246261,3.72020437,1.4678858,7.78935395,2.63748635,0.180515005,0.035999786,0.002010004,0.007431102,0.000244299,7.78e-06,1.86e-06,0,0.0,0.0,0.002598849,0,0,,,,,,,0,0.000217387,0.0,0.0,0.003914063,0.005294655,0.015011838,0.114910627,11.2765775,12.8133552,2.93618088,0.652351044,0.718105684,0.807513194,0.39481183,0.063134243,1.59798054,0,0.0,0,6.31e-07,0,0,,,,,,,85331.39090647035,1490140.4146885758,208109.19973346053,235444.90392823302
60,USA,86,170,66,66,500,20609.517,40390.3711,16337.2054,6161.00773,0.009157756,1677.37526,-22418.2991,3066.09759,2.73588942,-37260.221,86,255.219059,170,66,66,388,388,388.0,388.0,388.0,132.780941,0,9.47722946,0.0,0.0,29.9311759,5.95824244,25.5459248,10.2596526,34.8569318,14.206372,1.05143862,1.41067169,0.019010158,0.0408806,0.006260635,0.00014533,1.3e-05,0,0.0,0.0,0.016992089,0,0,,,,,,,0,0.001468452,0.0,0.0,0.024404978,0.028319438,0.081644717,0.600020083,23.6727079,33.2254669,8.51636494,21.5955757,2.19164038,2.46087999,18.8038683,3.0062872,76.0860235,0,0.0,0,4.51e-06,0,0,,,,,,,355623.9949678049,2729504.9974068156,1167335.087339269,1354902.5425136064
61,USA,86,170,66,66,550,20609.517,40390.3711,16337.2054,6161.00773,0.037345682,6504.16914,-21969.7311,-994.90044,2.76828215,-37112.2657,86,247.153278,170,66,66,388,388,388.0,388.0,388.0,140.846722,0,7.55692106,0.0,0.0,33.2476262,6.61214497,28.3602734,11.2401373,37.6646132,14.0728173,0.988803316,1.02746223,0.016302333,0.037735499,0.004767894,0.000114413,1.13e-05,0,0.0,0.0,0.016991322,0,0,,,,,,,0,0.001367725,0.0,0.0,0.032624035,0.038845308,0.111613932,0.824813958,34.401832,44.3291144,10.7918534,19.8487453,2.70563013,3.0426353,16.6634447,2.66397452,67.4220798,0,0.0,0,5.28e-06,0,0,,,,,,,355675.5666744624,2768545.4039069694,1248701.7313985184,1457052.1369340934
62,USA,86,170,66,66,600,20609.517,40390.3711,16337.2054,6161.00773,0.069662881,11493.7708,-21566.2248,-5077.20944,2.8244471,-37097.9843,86,243.052905,170,66,66,388,388,388.0,388.0,388.0,144.947095,0,5.81815332,0.0,0.0,35.9481987,7.14092671,30.6424531,11.9534198,38.4401502,13.2840258,0.897082377,0.754344356,0.013589447,0.033941285,0.003716042,9.26e-05,1.04e-05,0,0.0,0.0,0.016990428,0,0,,,,,,,0,0.001230214,0.0,0.0,0.042406439,0.051722482,0.148194522,1.09410521,46.9230311,55.8934488,13.0571834,18.1176805,3.21055757,3.61477831,14.6950845,2.34922416,59.455907,0,0.0,0,6.17e-06,0,0,,,,,,,355722.7355048486,2925004.5818726765,1348986.7497624333,1574260.6304408207
63,USA,86,170,66,66,650,20609.517,40390.3711,16337.2054,6161.00773,0.106959043,16648.1399,-21250.7737,-9178.40741,2.89616391,-37178.6914,86,241.658282,170,66,66,388,388,388.0,388.0,388.0,146.341718,0,4.33418386,0.0,0.0,38.0191259,7.54257406,32.3825639,12.4169044,37.8989661,12.3082281,0.809143217,0.567965227,0.011402764,0.030596622,0.00298665,7.74e-05,9.79e-06,0,0.0,0.0,0.016989476,0,0,,,,,,,0,0.001057737,0.0,0.0,0.053081921,0.0660792,0.188934501,1.38525545,60.0369118,67.0580351,15.2003734,16.4470864,3.68761201,4.1555238,12.91581,2.06474043,52.2558805,0,0.0,0,7.12e-06,0,0,,,,,,,355770.8008722729,3088093.2141706366,1455401.0229683607,1693652.6278114482
64,USA,86,170,66,66,700,20609.517,40390.3711,16337.2054,6161.00773,0.150337268,21968.9078,-20454.5018,-13397.8804,2.94363022,-37274.3045,86,238.585955,170,66,66,388,388,388.002253,388.002253,388.002253,149.416298,0,4.53871418,0.0,0.0,38.3681927,7.61117359,32.6782456,12.5141098,39.6038013,12.7101119,0.833182229,0.495973837,0.011199663,0.0317665,0.002753141,7.37e-05,1.03e-05,0,0.0,0.0,0.016989662,0,0,,,,,,,0,0.001078907,0.0,0.0,0.053171386,0.06725783,0.191962559,1.41462823,66.6969554,73.434966,16.5437359,14.381382,4.00375459,4.51189797,11.0040494,1.75914916,44.5219589,0,0.0,0,6.94e-06,0,0,,,,,,,355813.7365407044,3247904.5190211856,1477468.3315761476,1717907.4071547852
65,USA,86,170,66,66,750,20609.517,40390.3711,16337.2054,6161.00773,0.201257688,27457.3643,-19643.4385,-17760.4565,2.97544196,-37366.3625,86,235.010401,170,66,66,388,388,388.001537,388.001537,388.001537,152.991136,0,5.49602166,0.0,0.0,37.8054972,7.50315596,32.2083783,12.410776,42.4065307,13.7258131,0.905287294,0.463259785,0.011757528,0.034893449,0.002689164,7.4e-05,1.13e-05,0,0.0,0.0,0.016990308,0,0,,,,,,,0,0.001185343,0.0,0.0,0.048250107,0.061838413,0.17622295,1.31218628,69.4369976,76.9110718,17.3777043,12.4155563,4.21254588,4.74568838,9.27991542,1.48356943,37.5476628,0,0.0,0,6.29e-06,0,0,,,,,,,355854.10065174085,3413002.335922485,1458558.8670988143,1695471.7409897642
66,USA,86,170,66,66,800,20609.517,40390.3711,16337.2054,6161.00773,0.261696915,33114.4718,-19175.9626,-22217.6913,3.00857716,-37466.929,86,232.514027,170,66,66,388,388,388.004847,388.004847,388.004847,155.490819,0,6.3370954,0.0,0.0,37.1216429,7.37006652,31.6326074,12.2463256,44.7365439,14.5790598,0.96683082,0.431129034,0.012186576,0.037652364,0.002602668,7.34e-05,1.21e-05,0,0.0,0.0,0.016990786,0,0,,,,,,,0,0.001263548,0.0,0.0,0.044362079,0.057483946,0.163617141,1.22731232,71.8173945,79.8750947,18.0861685,10.8139532,4.3900279,4.94426879,7.89316945,1.26191185,31.9379936,0,0.0,0,5.81e-06,0,0,,,,,,,355897.1514849933,3589226.058412808,1445737.7215032685,1678365.1369414807
67,USA,86,170,66,66,850,20609.517,40390.3711,16337.2054,6161.00773,0.334401624,38940.8938,-19018.2373,-26761.5164,3.04204867,-37569.5514,86,230.789948,170,66,66,388,388,388.004487,388.004487,388.004487,157.214539,0,7.07773564,0.0,0.0,36.3750805,7.22382364,31.0015645,12.0461355,46.6942424,15.3031955,1.01983235,0.400726427,0.012527672,0.04009825,0.002500358,7.22e-05,1.27e-05,0,0.0,0.0,0.01699115,0,0,,,,,,,0,0.001323671,0.0,0.0,0.041215458,0.053898997,0.153269689,1.1557135,73.8792334,82.4083522,18.6902383,9.50071897,4.54150377,5.11363193,6.77077786,1.08250434,27.3975609,0,0.0,0,5.45e-06,0,0,,,,,,,355942.8817006762,3775713.4534641462,1437230.7532268858,1665179.7420651983
