Country,HDPE[kg/h],LDPE[kg/h],PP[kg/h],PS[kg/h],Total[kg/h],Heater_T,HDPDCOM_HD,LPDECOM_HD,PPDECOM_HD,PSDECOM_HD,HEATER_HD,RPLUG_HD,RPYRO_HD,B2,H2O,H2,CO,CO2,CH4,C2H6,C2H4,C4H10,C6H6,C7H8,C8H10,C9H18,C10H8,C10H14,C14H30,C16H34,C22H46,C,O2,C6H6O,N2,CL2,S,NRP,ASH,HDPE,PP,PS,LDPE,PUMP_WNET,PUMP_VFLOW,COMP_WNET,COMP_FEED_VFLOW,HEAT1_QCALC,COOL1_QCALC,HX1_HX_AREAC,HX1_HX_DUTY,HX2_HX_AREAC,HX2_HX_DUTY,SMR_QCALC,SMR_TOT_MASS_ABS,CH4,CO,CO2,H2,H2O,H2 production
Brazil ,10,20,8,8,46,450,2396.45547,4751.80836,1980.26732,746.788816,-354.032844,-3477.56035,800.364345,-4428.11544,0,0,0,0,3.9565731,0.78089936,3.35937933,1.21248634,2.19759752,0.670014375,0.042781019,0.078157852,0.000727926,0.001562619,0.000341823,7.94754E-06,7.12776E-07,0,0,0,0.001997882,0,0,,,,,,,0.021008797,0.169479163,1.05614977,102.360381,72.7031471,-991.008444,0.028313054,808.537369,0.026698124,1517.66951,4803.88522,17.2866635,0,0.280104,7.49213058,0.0604764,0,1.42101621
Brazil ,10,20,8,8,46,500,2396.45547,4751.80836,1980.26732,746.788816,198.690978,-3248.45014,800.364345,-4410.25218,0,0,0,0,4.32880012,0.854749122,3.67646424,1.33210698,2.64557287,0.800359257,0.050917343,0.069267643,0.000817997,0.001865002,0.000316235,7.55107E-06,7.36862E-07,0,0.00E+00,0.00E+00,0.001998028,0,0,,,,,,,0.021008797,0.169479163,1.15551037,111.990254,79.5429236,-991.008444,0.030945581,884.603057,0.026698124,1517.66951,5255.82578,18.9129606,0,0.280104,8.1952175,0.0604764,0,1.55463012
Brazil ,10,20,8,8,46,550,2396.45547,4751.80836,1980.26732,746.788816,770.455102,-3001.78882,800.364345,-4403.84209,0,0.083768011,0,0,4.53871961,0.897286743,3.85761721,1.41689032,3.16384233,0.964563131,0.061574632,0.065195804,0.000938286,0.002271185,0.000312296,7.67255E-06,8.19115E-07,0,0,0,0.001998255,0,0,,,,,,,0.021008797,0.169479163,1.21154533,117.421075,83.4002535,-991.008444,0.032480602,927.500723,0.026698124,1517.66951,5510.70017,19.8301198,0,0.280104,8.59457587,0.0604764,0,1.63010009
Brazil ,10,20,8,8,46,600,2396.45547,4751.80836,1980.26732,746.788816,1361.52398,-2757.92976,800.364345,-4401.45012,0,0.25023392,0,0,4.59406644,0.909717804,3.90855572,1.46409042,3.76810682,1.17487995,0.075777546,0.064548508,0.001103998,0.002824883,0.000324634,8.20447E-06,9.57259E-07,0,0.00E+00,1.42E-11,0.001998509,0,0,,,,,,,0.021008797,0.169479163,1.22631936,118.852951,84.4172671,-991.008444,0.032945109,938.811011,0.026698124,1517.66951,5577.89969,20.0719357,0,0.280104,8.70323836,0.0604764,0,1.65013745
Brazil ,10,20,8,8,46,650,2396.45547,4751.80836,1980.26732,746.788816,1972.12951,-2567.10193,800.364345,-4406.49158,0,3.96E-01,0,0,4.59204324,0.910232727,3.9092261,1.48257657,4.25919696,1.34825418,0.087670594,0.061772356,0.001223923,0.003304472,0.000326768,8.50431E-06,1.08761E-06,0,0,0,0.001998667,0,0,,,,,,,0.021008797,0.169479163,1.2257793,118.800609,84.3800902,-991.008444,0.032930601,938.397564,0.026698124,1517.66951,5575.44321,20.0630961,0,0.280104,8.69940596,0.0604764,0,1.64941076
Brazil ,10,20,8,8,46,700,2396.45547,4751.80836,1980.26732,746.788816,2602.46472,-2425.72503,800.364345,-4415.27016,0,0.524818294,0,0,4.55010262,0.902537722,3.87513428,1.48238471,4.66246519,1.4925002,0.097731082,0.058200656,0.001312477,0.003725008,0.00032327,8.65934E-06,1.2116E-06,0,0,0,0.001998775,0,0,,,,,,,0.021008797,0.169479163,1.21458386,117.715565,83.6094195,-991.008444,0.032629835,929.826875,0.026698124,1517.66951,5524.52088,19.8798534,0,0.280104,8.61995079,0.0604764,0,1.63434613
Brazil ,10,20,8,8,46,750,2396.45547,4751.80836,1980.26732,746.788816,3252.68224,-2329.54404,800.364345,-4426.17004,0,6.38E-01,0,0,4.48333787,0.889730964,3.81940903,1.47032262,4.99494653,1.61279278,0.106261134,0.054398254,0.001378857,0.004094522,0.000315958,8.69759E-06,1.32477E-06,0,0,0,0.001998852,0,0,,,,,,,0.021008797,0.169479163,1.19676198,115.988296,82.3825984,-991.008444,0.032070809,916.183301,0.026698124,1517.66951,5443.45826,19.5881515,0,0.280104,8.48894247,0.0604764,0,1.61017804
Brazil ,10,20,8,8,46,800,2396.45547,4751.80836,1980.26732,746.788816,3922.89597,-2274.10687,800.364345,-4438.09576,0,0.738151343,0,0,4.40224015,0.873955087,3.75114728,1.45096931,5.27127563,1.71382472,0.113540109,0.05064923,0.001429927,0.004420445,0.000305926,8.63573E-06,1.4221E-06,0,0,6.65979E-12,0.001998909,0,0,,,,,,,0.021008797,0.169479163,1.17511412,113.890219,80.8924049,-991.008444,0.031515297,899.610743,0.026698124,1517.66951,5344.99322,19.2338274,0,0.280104,8.33677957,0.0604764,0,1.58110948
Brazil ,10,20,8,8,46,850,2396.45547,4751.80836,1980.26732,746.788816,4613.1844,-2255.35624,800.364345,-4450.32317,0,0.825844082,0,0,4.31382362,0.856640381,3.67642504,1.42736843,5.50317129,1.7994345,0.119798304,0.047090264,0.001470409,0.004708933,0.000293967,8.48857E-06,1.49975E-06,0,0,0,0.001998953,0,0,,,,,,,0.021008797,0.169479163,1.15151261,111.602798,79.2677262,-991.008444,0.030881828,881.542565,0.026698124,1517.66951,5237.64202,18.8475268,0,0.280104,8.16931169,0.0604764,0,1.54935261
Brazil ,10,20,8,8,46,900,2396.45547,4751.80836,1980.26732,746.788816,5323.59498,-2269.57929,800.364345,-4462.65191,0,0.902543263,0,0,4.22317747,0.838819367,3.59963711,1.4016328,5.69849642,1.87199778,0.125168928,0.043764965,0.001502785,0.004962983,0.000280632,8.26916E-06,1.55548E-06,0,0,7.15477E-12,0.001998986,0,0,,,,,,,0.021008797,0.169479163,1.12731594,109.257694,77.6020776,-991.008444,0.030232667,863.018757,0.026698124,1517.66951,5127.58372,18.4514847,0,0.280104,7.99763668,0.0604764,0,1.51679558
Brazil ,10,20,8,8,46,950,2396.45547,4751.80836,1980.26732,746.788816,6054.1486,-2314.9207,800.364345,-4473.86445,0,0.97209714,0,0,4.13135138,0.820726983,3.52174716,1.37467728,5.86864493,1.93614364,0.129973744,0.040751145,0.00153149,0.005194131,0.000266824,8.00369E-06,1.59093E-06,0,0,0,0.001999013,0,0,,,,,,,0.021008797,0.169479163,1.10280429,106.882064,75.9147473,-991.008444,0.029575113,844.253825,0.026698124,1517.66951,5016.09279,18.0502873,0,0.280104,7.82373017,0.0604764,0,1.48381488
Brazil ,10,20,8,8,46,1000,2396.45547,4751.80836,1980.26732,746.788816,6804.84408,-2387.99562,800.364345,-4484.88411,0,1.03315719,0,0,4.04229765,0.803148524,3.44612491,1.34779909,6.01391955,1.99105235,0.134122128,0.037980228,0.001555178,0.005397473,0.000252591,7.69657E-06,1.60591E-06,0,0,0,0.001999035,0,0,,,,,,,0.021008797,0.169479163,1.07903269,104.578158,74.2783599,-991.008444,0.028937653,826.055433,0.026698124,1517.66951,4907.96794,17.6612027,0,0.280104,7.65508783,0.0604764,0,1.45183049
Brazil ,10,20,8,8,46,1050,2396.45547,4751.80836,1980.26732,746.788816,7575.66225,-2487.24022,800.364345,-4495.33842,0,1.08758105,0,0,3.95648715,0.7861891,3.37320187,1.32140972,6.13991807,2.03888431,0.137762417,0.035460154,0.001575556,0.005578407,0.000238414,7.36518E-06,1.60349E-06,0,0,6.81492E-12,0.001999052,0,0,,,,,,,0.021008797,0.169479163,1.05612683,102.358157,72.7015678,-991.008444,0.028323444,808.519805,0.026698124,1517.66951,4803.78086,17.286288,0,0.280104,7.49258919,0.0604764,0,1.42101101
Brazil ,10,20,8,8,46,1100,2396.45547,4751.80836,1980.26732,746.788816,8366.56963,-2611.10567,800.364345,-4505.24137,0,1.13621562,0,0,3.8745741,0.769984439,3.30355074,1.29585443,6.24975819,2.08068421,0.140961912,0.03317252,0.001593191,0.005739286,0.000224553,7.02109E-06,1.58654E-06,0,0,0,0.001999066,0,0,,,,,,,0.021008797,0.169479163,1.03426133,100.238987,71.1963923,-991.008444,0.027737179,791.780632,0.026698124,1517.66951,4704.32588,16.9284017,0,0.280104,7.33747378,0.0604764,0,1.39159144
Brazil ,10,20,8,8,46,1150,2396.45547,4751.80836,1980.26732,746.788816,9177.52165,-2758.70919,800.364345,-4514.42323,0,1.18024612,0,0,3.79651934,0.754532576,3.23715323,1.27125268,6.34681136,2.11778155,0.143815155,0.031105344,0.001608975,0.00588387,0.000211246,6.67515E-06,1.55834E-06,0,0,0,0.001999078,0,0,,,,,,,0.021008797,0.169479163,1.01342574,98.2196348,69.7621141,-991.008444,0.027178533,775.829911,0.026698124,1517.66951,4609.55546,16.5873726,0,0.280104,7.18966495,0.0604764,0,1.3635576
Brazil ,10,20,8,8,46,1200,2396.45547,4751.80836,1980.26732,746.788816,10008.4653,-2928.96167,800.364345,-4523.01382,0,1.22007226,0,0,3.722593,0.739889548,3.17424578,1.24774914,6.43269211,2.15066713,0.146353512,0.029233843,0.001623012,0.006013391,0.000198587,6.33354E-06,1.52148E-06,0,0,0,0.001999088,0,0,,,,,,,0.021008797,0.169479163,0.993692176,96.3070888,68.4036967,-991.008444,0.026649458,760.722846,0.026698124,1517.66951,4519.79757,16.2643811,0,0.280104,7.04967523,0.0604764,0,1.33700657
China,13,40,14,15,82,450,2396.45547,4751.80836,1980.26732,746.788816,-629.676069,-6169.31294,800.364345,-7874.3744,0,0,0,0,7.01906686,1.38533686,5.95963023,2.1509918,3.89866639,1.18865081,0.07589658,0.138657571,0.001291394,0.002772199,0.000606418,1.40995E-05,1.26451E-06,0,0,0,0.003995764,0,0,,,,,,,0.021008797,0.169479163,1.87363803,181.590062,128.977334,-991.008444,0.050228118,1434.36699,0.026698124,1517.66951,8522.22129,30.667005,0,0.280104,13.2912407,0.0604764,0,2.52092089
China,13,40,14,15,82,500,2396.45547,4751.80836,1980.26732,746.788816,353.404342,-5762.88997,800.364345,-7842.80445,0,0,0,0,7.6796148,1.51638923,6.52232334,2.36326574,4.69352243,1.41992759,0.09033328,0.122888795,0.001451224,0.003308733,0.000561037,1.33965E-05,1.30728E-06,0,0,0,0.003996056,0,0,,,,,,,0.021008797,0.169479163,2.04996172,198.679078,141.115089,-991.008444,0.054899726,1569.35191,0.026698124,1517.66951,9324.22758,33.553005,0,0.280104,14.5389254,0.0604764,0,2.75802986
China,13,40,14,15,82,550,2396.45547,4751.80836,1980.26732,746.788816,1370.44089,-5353.91362,800.364345,-7830.65355,0,0.095260556,0,0,8.09134063,1.59900852,6.87550576,2.51344547,5.50234853,1.66561063,0.106027689,0.112356952,0.001611942,0.003907653,0.000539007,1.32543E-05,1.41898E-06,0,0,0,0.003996417,0,0,,,,,,,0.021008797,0.169479163,2.15986595,209.330824,148.680667,-991.008444,0.057899124,1653.48929,0.026698124,1517.66951,9824.12574,35.3518763,0,0.280104,15.321568,0.0604764,0,2.90602656
China,13,40,14,15,82,600,2396.45547,4751.80836,1980.26732,746.788816,2421.90273,-4919.95026,800.364345,-7828.53823,0,0.385893189,0,0,8.19494306,1.62224856,6.97078137,2.60075285,6.56698726,2.03258631,0.130705869,0.111448341,0.001899428,0.00486834,0.000561442,1.42036E-05,1.66242E-06,0,0,1.03777E-11,0.003996944,0,0,,,,,,,0.021008797,0.169479163,2.18752112,212.011119,150.584391,-991.008444,0.058759084,1674.66076,0.026698124,1517.66951,9949.91494,35.8045257,0,0.280104,15.5244342,0.0604764,0,2.94351186
China,13,40,14,15,82,650,2396.45547,4751.80836,1980.26732,746.788816,3508.20125,-4579.51686,800.364345,-7837.68166,0,0.645206408,0,0,8.19172688,1.623343,6.97256811,2.63568215,7.44213212,2.33960636,0.15169756,0.106996215,0.002112559,0.005713103,0.000566932,1.47695E-05,1.89478E-06,0,0,0,0.003997277,0,0,,,,,,,0.021008797,0.169479163,2.18666261,211.927914,150.525293,-991.008444,0.058736024,1674.00352,0.026698124,1517.66951,9946.01001,35.7904739,0,0.280104,15.5183424,0.0604764,0,2.9423567
China,13,40,14,15,82,700,2396.45547,4751.80836,1980.26732,746.788816,4629.67888,-4327.25275,800.364345,-7853.45084,0,0.875118877,0,0,8.11717838,1.60973357,6.91214883,2.63668356,8.16101927,2.5953534,0.169479335,0.101033317,0.002270633,0.006454657,0.000562076,1.5071E-05,2.11521E-06,0,0,0,0.003997503,0,0,,,,,,,0.021008797,0.169479163,2.16676297,209.999272,149.155443,-991.008444,0.058201499,1658.76931,0.026698124,1517.66951,9855.49672,35.4647641,0,0.280104,15.3771171,0.0604764,0,2.91557984
China,13,40,14,15,82,750,2396.45547,4751.80836,1980.26732,746.788816,5786.60642,-4155.63454,800.364345,-7872.87342,0,1.07783954,0,0,7.99804375,1.58692766,6.81283386,2.61610286,8.75439251,2.8090714,0.184589483,0.094593304,0.002389862,0.007107409,0.000550244,1.51614E-05,2.31616E-06,0,0,0,0.003997664,0,0,,,,,,,0.021008797,0.169479163,2.13496171,206.917143,146.966311,-991.008444,0.057212726,1634.4238,0.026698124,1517.66951,9710.84905,34.9442529,0,0.280104,15.1438391,0.0604764,0,2.87247478
